provinsi,wilayah,tahun_tanggal,positif_covid,kematian
Tasmania,Australia,2020-05-03,221,13
Victoria,Australia,2020-05-03,1406,18
Western Australia,Australia,2020-05-03,551,9
Australian Capital Territory,Australia,2020-05-04,107,3
New South Wales,Australia,2020-05-04,3035,43
Northern Territory,Australia,2020-05-04,29,0
Queensland,Australia,2020-05-04,1043,6
South Australia,Australia,2020-05-04,438,4
Tasmania,Australia,2020-05-04,221,13
Victoria,Australia,2020-05-04,1423,18
Western Australia,Australia,2020-05-04,551,9
Australian Capital Territory,Australia,2020-05-05,107,3
New South Wales,Australia,2020-05-05,3042,44
Northern Territory,Australia,2020-05-05,29,0
Queensland,Australia,2020-05-05,1043,6
South Australia,Australia,2020-05-05,438,4
Tasmania,Australia,2020-05-05,225,13
Victoria,Australia,2020-05-05,1440,18
Western Australia,Australia,2020-05-05,551,9
Australian Capital Territory,Australia,2020-05-06,107,3
New South Wales,Australia,2020-05-06,3044,44
Northern Territory,Australia,2020-05-06,29,0
Queensland,Australia,2020-05-06,1045,6
South Australia,Australia,2020-05-06,438,4
Tasmania,Australia,2020-05-06,226,13
Victoria,Australia,2020-05-06,1454,18
Western Australia,Australia,2020-05-06,551,9
Australian Capital Territory,Australia,2020-05-07,107,3
New South Wales,Australia,2020-05-07,3047,44
Northern Territory,Australia,2020-05-07,29,0
Queensland,Australia,2020-05-07,1045,6
South Australia,Australia,2020-05-07,439,4
Tasmania,Australia,2020-05-07,227,13
Victoria,Australia,2020-05-07,1467,18
Western Australia,Australia,2020-05-07,552,9
Australian Capital Territory,Australia,2020-05-08,107,3
New South Wales,Australia,2020-05-08,3051,44
Northern Territory,Australia,2020-05-08,29,0
Queensland,Australia,2020-05-08,1045,6
South Australia,Australia,2020-05-08,439,4
Tasmania,Australia,2020-05-08,227,13
Victoria,Australia,2020-05-08,1468,18
Western Australia,Australia,2020-05-08,552,9
Australian Capital Territory,Australia,2020-05-09,107,3
New South Wales,Australia,2020-05-09,3053,44
Northern Territory,Australia,2020-05-09,29,0
Queensland,Australia,2020-05-09,1045,6
South Australia,Australia,2020-05-09,439,4
Tasmania,Australia,2020-05-09,227,13
Victoria,Australia,2020-05-09,1487,18
Western Australia,Australia,2020-05-09,552,9
Australian Capital Territory,Australia,2020-05-10,107,3
New South Wales,Australia,2020-05-10,3053,44
Northern Territory,Australia,2020-05-10,29,0
Queensland,Australia,2020-05-10,1045,6
South Australia,Australia,2020-05-10,439,4
Tasmania,Australia,2020-05-10,227,13
Victoria,Australia,2020-05-10,1496,18
Western Australia,Australia,2020-05-10,552,9
Australian Capital Territory,Australia,2020-05-11,107,3
New South Wales,Australia,2020-05-11,3053,44
Northern Territory,Australia,2020-05-11,29,0
Queensland,Australia,2020-05-11,1051,6
South Australia,Australia,2020-05-11,439,4
Tasmania,Australia,2020-05-11,227,13
Victoria,Australia,2020-05-11,1511,18
Western Australia,Australia,2020-05-11,553,9
Australian Capital Territory,Australia,2020-05-12,107,3
New South Wales,Australia,2020-05-12,3059,45
Northern Territory,Australia,2020-05-12,29,0
Queensland,Australia,2020-05-12,1052,6
South Australia,Australia,2020-05-12,439,4
Tasmania,Australia,2020-05-12,227,13
Victoria,Australia,2020-05-12,1514,18
Western Australia,Australia,2020-05-12,553,9
Australian Capital Territory,Australia,2020-05-13,107,3
New South Wales,Australia,2020-05-13,3063,45
Northern Territory,Australia,2020-05-13,29,0
Queensland,Australia,2020-05-13,1051,6
South Australia,Australia,2020-05-13,439,4
Tasmania,Australia,2020-05-13,227,13
Victoria,Australia,2020-05-13,1521,18
Western Australia,Australia,2020-05-13,552,9
Australian Capital Territory,Australia,2020-05-14,107,3
New South Wales,Australia,2020-05-14,3071,45
Northern Territory,Australia,2020-05-14,29,0
Queensland,Australia,2020-05-14,1054,6
South Australia,Australia,2020-05-14,439,4
Tasmania,Australia,2020-05-14,227,13
Victoria,Australia,2020-05-14,1540,18
Western Australia,Australia,2020-05-14,552,9
Australian Capital Territory,Australia,2020-05-15,107,3
New South Wales,Australia,2020-05-15,3074,45
Northern Territory,Australia,2020-05-15,29,0
Queensland,Australia,2020-05-15,1055,6
South Australia,Australia,2020-05-15,439,4
Tasmania,Australia,2020-05-15,228,13
Victoria,Australia,2020-05-15,1551,18
Western Australia,Australia,2020-05-15,552,9
Australian Capital Territory,Australia,2020-05-16,107,3
New South Wales,Australia,2020-05-16,3075,45
Northern Territory,Australia,2020-05-16,29,0
Queensland,Australia,2020-05-16,1055,6
South Australia,Australia,2020-05-16,439,4
Tasmania,Australia,2020-05-16,228,13
Victoria,Australia,2020-05-16,1558,18
Western Australia,Australia,2020-05-16,553,9
Australian Capital Territory,Australia,2020-05-17,107,3
New South Wales,Australia,2020-05-17,3076,46
Northern Territory,Australia,2020-05-17,29,0
Queensland,Australia,2020-05-17,1057,6
South Australia,Australia,2020-05-17,439,4
Tasmania,Australia,2020-05-17,228,13
Victoria,Australia,2020-05-17,1564,18
Western Australia,Australia,2020-05-17,554,9
Australian Capital Territory,Australia,2020-05-18,107,3
New South Wales,Australia,2020-05-18,3078,46
Northern Territory,Australia,2020-05-18,29,0
Queensland,Australia,2020-05-18,1057,6
South Australia,Australia,2020-05-18,439,4
Tasmania,Australia,2020-05-18,228,13
Victoria,Australia,2020-05-18,1573,18
Western Australia,Australia,2020-05-18,557,9
Australian Capital Territory,Australia,2020-05-19,107,3
New South Wales,Australia,2020-05-19,3081,47
Northern Territory,Australia,2020-05-19,29,0
Queensland,Australia,2020-05-19,1058,6
South Australia,Australia,2020-05-19,439,4
Tasmania,Australia,2020-05-19,228,13
Victoria,Australia,2020-05-19,1573,18
Western Australia,Australia,2020-05-19,557,9
Australian Capital Territory,Australia,2020-05-20,107,3
New South Wales,Australia,2020-05-20,3082,47
Northern Territory,Australia,2020-05-20,29,0
Queensland,Australia,2020-05-20,1058,6
South Australia,Australia,2020-05-20,439,4
Tasmania,Australia,2020-05-20,228,13
Victoria,Australia,2020-05-20,1581,18
Western Australia,Australia,2020-05-20,557,9
Australian Capital Territory,Australia,2020-05-21,107,3
New South Wales,Australia,2020-05-21,3084,48
Northern Territory,Australia,2020-05-21,29,0
Queensland,Australia,2020-05-21,1058,6
South Australia,Australia,2020-05-21,439,4
Tasmania,Australia,2020-05-21,228,13
Victoria,Australia,2020-05-21,1593,18
Western Australia,Australia,2020-05-21,557,9
Australian Capital Territory,Australia,2020-05-22,107,3
New South Wales,Australia,2020-05-22,3086,48
Northern Territory,Australia,2020-05-22,29,0
Queensland,Australia,2020-05-22,1060,6
South Australia,Australia,2020-05-22,439,4
Tasmania,Australia,2020-05-22,228,13
Victoria,Australia,2020-05-22,1593,18
Western Australia,Australia,2020-05-22,557,9
Australian Capital Territory,Australia,2020-05-23,107,3
New South Wales,Australia,2020-05-23,3087,48
Northern Territory,Australia,2020-05-23,29,0
Queensland,Australia,2020-05-23,1061,6
South Australia,Australia,2020-05-23,439,4
Tasmania,Australia,2020-05-23,228,13
Victoria,Australia,2020-05-23,1603,19
Western Australia,Australia,2020-05-23,560,9
Australian Capital Territory,Australia,2020-05-24,107,3
New South Wales,Australia,2020-05-24,3090,48
Northern Territory,Australia,2020-05-24,29,0
Queensland,Australia,2020-05-24,1056,6
South Australia,Australia,2020-05-24,439,4
Tasmania,Australia,2020-05-24,228,13
Victoria,Australia,2020-05-24,1605,19
Western Australia,Australia,2020-05-24,560,9
Australian Capital Territory,Australia,2020-05-25,107,3
New South Wales,Australia,2020-05-25,3092,48
Northern Territory,Australia,2020-05-25,29,0
Queensland,Australia,2020-05-25,1057,6
South Australia,Australia,2020-05-25,439,4
Tasmania,Australia,2020-05-25,228,13
Victoria,Australia,2020-05-25,1610,19
Western Australia,Australia,2020-05-25,564,9
Australian Capital Territory,Australia,2020-05-26,107,3
New South Wales,Australia,2020-05-26,3089,48
Northern Territory,Australia,2020-05-26,29,0
Queensland,Australia,2020-05-26,1058,7
South Australia,Australia,2020-05-26,440,4
Tasmania,Australia,2020-05-26,228,13
Victoria,Australia,2020-05-26,1618,19
Western Australia,Australia,2020-05-26,570,9
Australian Capital Territory,Australia,2020-05-27,107,3
New South Wales,Australia,2020-05-27,3090,48
Northern Territory,Australia,2020-05-27,29,0
Queensland,Australia,2020-05-27,1058,7
South Australia,Australia,2020-05-27,440,4
Tasmania,Australia,2020-05-27,228,13
Victoria,Australia,2020-05-27,1628,19
Western Australia,Australia,2020-05-27,570,9
Australian Capital Territory,Australia,2020-05-28,107,3
New South Wales,Australia,2020-05-28,3092,48
Northern Territory,Australia,2020-05-28,29,0
Queensland,Australia,2020-05-28,1058,7
South Australia,Australia,2020-05-28,440,4
Tasmania,Australia,2020-05-28,228,13
Victoria,Australia,2020-05-28,1634,19
Western Australia,Australia,2020-05-28,577,9
Australian Capital Territory,Australia,2020-05-29,107,3
New South Wales,Australia,2020-05-29,3092,48
Northern Territory,Australia,2020-05-29,29,0
Queensland,Australia,2020-05-29,1058,7
South Australia,Australia,2020-05-29,440,4
Tasmania,Australia,2020-05-29,228,13
Victoria,Australia,2020-05-29,1645,19
Western Australia,Australia,2020-05-29,585,9
Australian Capital Territory,Australia,2020-05-30,107,3
New South Wales,Australia,2020-05-30,3095,48
Northern Territory,Australia,2020-05-30,29,0
Queensland,Australia,2020-05-30,1058,7
South Australia,Australia,2020-05-30,440,4
Tasmania,Australia,2020-05-30,228,13
Victoria,Australia,2020-05-30,1649,19
Western Australia,Australia,2020-05-30,586,9
Australian Capital Territory,Australia,2020-05-31,107,3
New South Wales,Australia,2020-05-31,3098,48
Northern Territory,Australia,2020-05-31,29,0
Queensland,Australia,2020-05-31,1058,7
South Australia,Australia,2020-05-31,440,4
Tasmania,Australia,2020-05-31,228,13
Victoria,Australia,2020-05-31,1653,19
Western Australia,Australia,2020-05-31,589,9
Australian Capital Territory,Australia,2020-06-01,107,3
New South Wales,Australia,2020-06-01,3104,48
Northern Territory,Australia,2020-06-01,29,0
Queensland,Australia,2020-06-01,1059,6
South Australia,Australia,2020-06-01,440,4
Tasmania,Australia,2020-06-01,228,13
Victoria,Australia,2020-06-01,1663,19
Western Australia,Australia,2020-06-01,591,9
Australian Capital Territory,Australia,2020-06-02,107,3
New South Wales,Australia,2020-06-02,3104,48
Northern Territory,Australia,2020-06-02,29,0
Queensland,Australia,2020-06-02,1059,6
South Australia,Australia,2020-06-02,440,4
Tasmania,Australia,2020-06-02,228,13
Victoria,Australia,2020-06-02,1670,19
Western Australia,Australia,2020-06-02,592,9
Australian Capital Territory,Australia,2020-06-03,107,3
New South Wales,Australia,2020-06-03,3106,48
Northern Territory,Australia,2020-06-03,29,0
Queensland,Australia,2020-06-03,1060,6
South Australia,Australia,2020-06-03,440,4
Tasmania,Australia,2020-06-03,228,13
Victoria,Australia,2020-06-03,1678,19
Western Australia,Australia,2020-06-03,592,9
Australian Capital Territory,Australia,2020-06-04,107,3
New South Wales,Australia,2020-06-04,3110,48
Northern Territory,Australia,2020-06-04,29,0
Queensland,Australia,2020-06-04,1060,6
South Australia,Australia,2020-06-04,440,4
Tasmania,Australia,2020-06-04,228,13
Victoria,Australia,2020-06-04,1681,19
Western Australia,Australia,2020-06-04,592,9
Australian Capital Territory,Australia,2020-06-05,107,3
New South Wales,Australia,2020-06-05,3110,48
Northern Territory,Australia,2020-06-05,29,0
Queensland,Australia,2020-06-05,1061,6
South Australia,Australia,2020-06-05,440,4
Tasmania,Australia,2020-06-05,228,13
Victoria,Australia,2020-06-05,1681,19
Western Australia,Australia,2020-06-05,596,9
Australian Capital Territory,Australia,2020-06-06,108,3
New South Wales,Australia,2020-06-06,3109,48
Northern Territory,Australia,2020-06-06,29,0
Queensland,Australia,2020-06-06,1061,6
South Australia,Australia,2020-06-06,440,4
Tasmania,Australia,2020-06-06,228,13
Victoria,Australia,2020-06-06,1685,19
Western Australia,Australia,2020-06-06,599,9
Australian Capital Territory,Australia,2020-06-07,108,3
New South Wales,Australia,2020-06-07,3112,48
Northern Territory,Australia,2020-06-07,29,0
Queensland,Australia,2020-06-07,1062,6
South Australia,Australia,2020-06-07,440,4
Tasmania,Australia,2020-06-07,228,13
Victoria,Australia,2020-06-07,1687,19
Western Australia,Australia,2020-06-07,599,9
Australian Capital Territory,Australia,2020-06-08,108,3
New South Wales,Australia,2020-06-08,3114,48
Northern Territory,Australia,2020-06-08,29,0
Queensland,Australia,2020-06-08,1062,6
South Australia,Australia,2020-06-08,440,4
Tasmania,Australia,2020-06-08,228,13
Victoria,Australia,2020-06-08,1687,19
Western Australia,Australia,2020-06-08,599,9
Australian Capital Territory,Australia,2020-06-09,108,3
New South Wales,Australia,2020-06-09,3117,48
Northern Territory,Australia,2020-06-09,29,0
Queensland,Australia,2020-06-09,1062,6
South Australia,Australia,2020-06-09,440,4
Tasmania,Australia,2020-06-09,228,13
Victoria,Australia,2020-06-09,1691,19
Western Australia,Australia,2020-06-09,599,9
Australian Capital Territory,Australia,2020-06-10,108,3
New South Wales,Australia,2020-06-10,3117,48
Northern Territory,Australia,2020-06-10,29,0
Queensland,Australia,2020-06-10,1063,6
South Australia,Australia,2020-06-10,440,4
Tasmania,Australia,2020-06-10,228,13
Victoria,Australia,2020-06-10,1699,19
Western Australia,Australia,2020-06-10,601,9
Australian Capital Territory,Australia,2020-06-11,108,3
New South Wales,Australia,2020-06-11,3115,48
Northern Territory,Australia,2020-06-11,29,0
Queensland,Australia,2020-06-11,1064,6
South Australia,Australia,2020-06-11,440,4
Tasmania,Australia,2020-06-11,228,13
Victoria,Australia,2020-06-11,1703,19
Western Australia,Australia,2020-06-11,602,9
Australian Capital Territory,Australia,2020-06-12,108,3
New South Wales,Australia,2020-06-12,3119,48
Northern Territory,Australia,2020-06-12,29,0
Queensland,Australia,2020-06-12,1065,6
South Australia,Australia,2020-06-12,440,4
Tasmania,Australia,2020-06-12,228,13
Victoria,Australia,2020-06-12,1703,19
Western Australia,Australia,2020-06-12,602,9
Australian Capital Territory,Australia,2020-06-13,108,3
New South Wales,Australia,2020-06-13,3128,48
Northern Territory,Australia,2020-06-13,29,0
Queensland,Australia,2020-06-13,1065,6
South Australia,Australia,2020-06-13,440,4
Tasmania,Australia,2020-06-13,228,13
Victoria,Australia,2020-06-13,1720,19
Western Australia,Australia,2020-06-13,602,9
Australian Capital Territory,Australia,2020-06-14,108,3
New South Wales,Australia,2020-06-14,3131,48
Northern Territory,Australia,2020-06-14,29,0
Queensland,Australia,2020-06-14,1065,6
South Australia,Australia,2020-06-14,440,4
Tasmania,Australia,2020-06-14,228,13
Victoria,Australia,2020-06-14,1732,19
Western Australia,Australia,2020-06-14,602,9
Australian Capital Territory,Australia,2020-06-15,108,3
New South Wales,Australia,2020-06-15,3134,48
Northern Territory,Australia,2020-06-15,29,0
Queensland,Australia,2020-06-15,1065,6
South Australia,Australia,2020-06-15,440,4
Tasmania,Australia,2020-06-15,228,13
Victoria,Australia,2020-06-15,1741,19
Western Australia,Australia,2020-06-15,602,9
Australian Capital Territory,Australia,2020-06-16,108,3
New South Wales,Australia,2020-06-16,3135,48
Northern Territory,Australia,2020-06-16,29,0
Queensland,Australia,2020-06-16,1066,6
South Australia,Australia,2020-06-16,440,4
Tasmania,Australia,2020-06-16,228,13
Victoria,Australia,2020-06-16,1762,19
Western Australia,Australia,2020-06-16,602,9
Australian Capital Territory,Australia,2020-06-17,108,3
New South Wales,Australia,2020-06-17,3137,48
Northern Territory,Australia,2020-06-17,29,0
Queensland,Australia,2020-06-17,1066,6
South Australia,Australia,2020-06-17,440,4
Tasmania,Australia,2020-06-17,228,13
Victoria,Australia,2020-06-17,1780,19
Western Australia,Australia,2020-06-17,603,9
Australian Capital Territory,Australia,2020-06-18,108,3
New South Wales,Australia,2020-06-18,3143,48
Northern Territory,Australia,2020-06-18,29,0
Queensland,Australia,2020-06-18,1066,6
South Australia,Australia,2020-06-18,440,4
Tasmania,Australia,2020-06-18,228,13
Victoria,Australia,2020-06-18,1792,19
Western Australia,Australia,2020-06-18,603,9
Australian Capital Territory,Australia,2020-06-19,108,3
New South Wales,Australia,2020-06-19,3144,48
Northern Territory,Australia,2020-06-19,29,0
Queensland,Australia,2020-06-19,1066,6
South Australia,Australia,2020-06-19,440,4
Tasmania,Australia,2020-06-19,228,13
Victoria,Australia,2020-06-19,1792,19
Western Australia,Australia,2020-06-19,604,9
Australian Capital Territory,Australia,2020-06-20,108,3
New South Wales,Australia,2020-06-20,3149,48
Northern Territory,Australia,2020-06-20,29,0
Queensland,Australia,2020-06-20,1066,6
South Australia,Australia,2020-06-20,440,4
Tasmania,Australia,2020-06-20,228,13
Victoria,Australia,2020-06-20,1836,19
Western Australia,Australia,2020-06-20,605,9
Australian Capital Territory,Australia,2020-06-21,108,3
New South Wales,Australia,2020-06-21,3151,48
Northern Territory,Australia,2020-06-21,29,0
Queensland,Australia,2020-06-21,1066,6
South Australia,Australia,2020-06-21,440,4
Tasmania,Australia,2020-06-21,228,13
Victoria,Australia,2020-06-21,1847,19
Western Australia,Australia,2020-06-21,605,9
Australian Capital Territory,Australia,2020-06-22,108,3
New South Wales,Australia,2020-06-22,3150,48
Northern Territory,Australia,2020-06-22,29,0
Queensland,Australia,2020-06-22,1066,6
South Australia,Australia,2020-06-22,440,4
Tasmania,Australia,2020-06-22,228,13
Victoria,Australia,2020-06-22,1864,19
Western Australia,Australia,2020-06-22,607,9
Australian Capital Territory,Australia,2020-06-23,108,3
New South Wales,Australia,2020-06-23,3159,48
Northern Territory,Australia,2020-06-23,29,0
